code	primaryCategory	secondaryCategory
M-47110	PATHOLOGY, BIOPSY	Morphology
M-91200	PATHOLOGY, BIOPSY	Morphology
M-45000	PATHOLOGY, BIOPSY	Morphology
M-41002	PATHOLOGY, BIOPSY	Morphology
M-44400	PATHOLOGY, BIOPSY	Morphology
M-46200	PATHOLOGY, BIOPSY	Morphology
M-78220	PATHOLOGY, BIOPSY	Morphology
M-74010	PATHOLOGY, BIOPSY	Morphology
M-80703	PATHOLOGY, BIOPSY	Morphology
M-44760	PATHOLOGY, BIOPSY	Morphology
M-75500	PATHOLOGY, BIOPSY	Morphology
M-59000	PATHOLOGY, BIOPSY	Morphology
M-47160	PATHOLOGY, BIOPSY	Morphology
M-33770	PATHOLOGY, BIOPSY	Morphology
M-80103	PATHOLOGY, BIOPSY	Morphology
M-31130	PATHOLOGY, BIOPSY	Morphology
M-50061	PATHOLOGY, BIOPSY	Morphology
M-43700	PATHOLOGY, BIOPSY	Morphology
M-41783	PATHOLOGY, BIOPSY	Morphology
M-49002	PATHOLOGY, BIOPSY	Morphology
E-80610	PATHOLOGY, BIOPSY	Etiology
F-53863	PATHOLOGY, BIOPSY	Function
F-70420	PATHOLOGY, BIOPSY	Function
D-53250	PATHOLOGY, BIOPSY	Disease
D-41700	PATHOLOGY, BIOPSY	Disease
D-52310	PATHOLOGY, BIOPSY	Disease
D-50140	PATHOLOGY, BIOPSY	Disease
D-90100	PATHOLOGY, BIOPSY	Disease
D-41704	PATHOLOGY, BIOPSY	Disease
D-44400	PATHOLOGY, BIOPSY	Disease
P-YY015	PATHOLOGY, BIOPSY	Procedure
T-82000	PATHOLOGY, BIOPSY	Topography
T-Y9400	PATHOLOGY, BIOPSY	Topography
T-Y7000	PATHOLOGY, BIOPSY	Topography
T-67000	PATHOLOGY, BIOPSY	Topography
T-Y8104	PATHOLOGY, BIOPSY	Topography
T-Y4100	PATHOLOGY, BIOPSY	Topography
T-YY012	PATHOLOGY, BIOPSY	Topography
T-08810	PATHOLOGY, BIOPSY	Topography
T-6Y102	PATHOLOGY, BIOPSY	Topography
T-02390	PATHOLOGY, BIOPSY	Topography
T-02133	PATHOLOGY, BIOPSY	Topography
T-02503	PATHOLOGY, BIOPSY	Topography
T-52000	PATHOLOGY, BIOPSY	Topography
T-07000	PATHOLOGY, BIOPSY	Topography
T-09000	PATHOLOGY, BIOPSY	Topography
T-47400	PATHOLOGY, BIOPSY	Topography
T-79400	PATHOLOGY, BIOPSY	Topography
T-04010	PATHOLOGY, BIOPSY	Topography
T-Y4000	PATHOLOGY, BIOPSY	Topography
T-79220	PATHOLOGY, BIOPSY	Topography
T-03000	PATHOLOGY, BIOPSY	Topography
T-10000	PATHOLOGY, BIOPSY	Topography
T-XX860	PATHOLOGY, BIOPSY	Topography
M-72000	PATHOLOGY, BIOPSY	Morphology
M-38001	PATHOLOGY, BIOPSY	Morphology
M-50070	PATHOLOGY, BIOPSY	Morphology
M-47170	PATHOLOGY, BIOPSY	Morphology
M-47150	PATHOLOGY, BIOPSY	Morphology
M-72050	PATHOLOGY, BIOPSY	Morphology
M-47200	PATHOLOGY, BIOPSY	Morphology
M-72003	PATHOLOGY, BIOPSY	Morphology
M-72001	PATHOLOGY, BIOPSY	Morphology
M-03000	PATHOLOGY, BIOPSY	Morphology
M-41000	PATHOLOGY, BIOPSY	Morphology
M-33420	PATHOLOGY, BIOPSY	Morphology
M-79310	PATHOLOGY, BIOPSY	Morphology
M-43400	PATHOLOGY, BIOPSY	Morphology
M-43200	PATHOLOGY, BIOPSY	Morphology
M-49001	PATHOLOGY, BIOPSY	Morphology
M-72420	PATHOLOGY, BIOPSY	Morphology
M-97311	PATHOLOGY, BIOPSY	Morphology
M-43740	PATHOLOGY, BIOPSY	Morphology
M-48800	PATHOLOGY, BIOPSY	Morphology
M-36380	PATHOLOGY, BIOPSY	Morphology
M-41650	PATHOLOGY, BIOPSY	Morphology
M-42100	PATHOLOGY, BIOPSY	Morphology
M-39300	PATHOLOGY, BIOPSY	Morphology
E-44820	PATHOLOGY, BIOPSY	Etiology
E-44320	PATHOLOGY, BIOPSY	Etiology
F-00002	PATHOLOGY, BIOPSY	Function
F-89340	PATHOLOGY, BIOPSY	Function
D-81400	PATHOLOGY, BIOPSY	Disease
D-58644	PATHOLOGY, BIOPSY	Disease
D-Y1149	PATHOLOGY, BIOPSY	Disease
D-16021	PATHOLOGY, BIOPSY	Disease
D-75711	PATHOLOGY, BIOPSY	Disease
J-YY083	PATHOLOGY, BIOPSY	Occupation
T-54940	PATHOLOGY, BIOPSY	Topography
T-Y9700	PATHOLOGY, BIOPSY	Topography
T-21520	PATHOLOGY, BIOPSY	Topography
T-Y0200	PATHOLOGY, BIOPSY	Topography
T-78000	PATHOLOGY, BIOPSY	Topography
T-71040	PATHOLOGY, BIOPSY	Topography
T-Y1500	PATHOLOGY, BIOPSY	Topography
T-02852	PATHOLOGY, BIOPSY	Topography
T-12515	PATHOLOGY, BIOPSY	Topography
T-12800	PATHOLOGY, BIOPSY	Topography
T-67960	PATHOLOGY, BIOPSY	Topography
T-02850	PATHOLOGY, BIOPSY	Topography
T-11760	PATHOLOGY, BIOPSY	Topography
T-Y9100	PATHOLOGY, BIOPSY	Topography
T-28000	PATHOLOGY, BIOPSY	Topography
T-02652	PATHOLOGY, BIOPSY	Topography
T-50500	PATHOLOGY, BIOPSY	Topography
T-02650	PATHOLOGY, BIOPSY	Topography
T-64200	PATHOLOGY, BIOPSY	Topography
T-XX360	PATHOLOGY, BIOPSY	Topography
T-78400	PATHOLOGY, BIOPSY	Topography
T-Y4300	PATHOLOGY, BIOPSY	Topography
T-94020	PATHOLOGY, BIOPSY	Topography
T-52800	PATHOLOGY, BIOPSY	Topography
M-49000	PATHOLOGY, BIOPSY	Morphology
M-54000	PATHOLOGY, BIOPSY	Morphology
M-36500	PATHOLOGY, BIOPSY	Morphology
M-42000	PATHOLOGY, BIOPSY	Morphology
M-88100	PATHOLOGY, BIOPSY	Morphology
M-88500	PATHOLOGY, BIOPSY	Morphology
M-03003	PATHOLOGY, BIOPSY	Morphology
M-40031	PATHOLOGY, BIOPSY	Morphology
M-74030	PATHOLOGY, BIOPSY	Morphology
M-80011	PATHOLOGY, BIOPSY	Morphology
M-12300	PATHOLOGY, BIOPSY	Morphology
M-40001	PATHOLOGY, BIOPSY	Morphology
M-72200	PATHOLOGY, BIOPSY	Morphology
M-46700	PATHOLOGY, BIOPSY	Morphology
M-49004	PATHOLOGY, BIOPSY	Morphology
M-97310	PATHOLOGY, BIOPSY	Morphology
M-46209	PATHOLOGY, BIOPSY	Morphology
M-1PULP	PATHOLOGY, BIOPSY	Morphology
M-40403	PATHOLOGY, BIOPSY	Morphology
E-YY015	PATHOLOGY, BIOPSY	Etiology
F-89342	PATHOLOGY, BIOPSY	Function
D-38900	PATHOLOGY, BIOPSY	Disease
D-77200	PATHOLOGY, BIOPSY	Disease
T-02540	PATHOLOGY, BIOPSY	Topography
T-Y8300	PATHOLOGY, BIOPSY	Topography
T-64300	PATHOLOGY, BIOPSY	Topography
T-02630	PATHOLOGY, BIOPSY	Topography
T-02424	PATHOLOGY, BIOPSY	Topography
T-76000	PATHOLOGY, BIOPSY	Topography
T-08000	PATHOLOGY, BIOPSY	Topography
T-63850	PATHOLOGY, BIOPSY	Topography
T-02140	PATHOLOGY, BIOPSY	Topography
T-XX000	PATHOLOGY, BIOPSY	Topography
T-00010	PATHOLOGY, BIOPSY	Topography
T-58910	PATHOLOGY, BIOPSY	Topography
T-93000	PATHOLOGY, BIOPSY	Topography
T-YY885	PATHOLOGY, BIOPSY	Topography
T-56100	PATHOLOGY, BIOPSY	Topography
T-89000	PATHOLOGY, BIOPSY	Topography
T-Y0006	PATHOLOGY, BIOPSY	Topography
T-Y0600	PATHOLOGY, BIOPSY	Topography
T-XX310	PATHOLOGY, BIOPSY	Topography
T-08710	PATHOLOGY, BIOPSY	Topography
T-54010	PATHOLOGY, BIOPSY	Topography
T-54060	PATHOLOGY, BIOPSY	Topography
T-Y9740	PATHOLOGY, BIOPSY	Topography
T-63700	PATHOLOGY, BIOPSY	Topography
T-54540	PATHOLOGY, BIOPSY	Topography
M-72600	PATHOLOGY, BIOPSY	Morphology
M-87200	PATHOLOGY, BIOPSY	Morphology
M-55570	PATHOLOGY, BIOPSY	Morphology
M-49420	PATHOLOGY, BIOPSY	Morphology
M-47800	PATHOLOGY, BIOPSY	Morphology
M-76500	PATHOLOGY, BIOPSY	Morphology
M-30400	PATHOLOGY, BIOPSY	Morphology
M-37103	PATHOLOGY, BIOPSY	Morphology
M-41030	PATHOLOGY, BIOPSY	Morphology
M-43030	PATHOLOGY, BIOPSY	Morphology
M-76400	PATHOLOGY, BIOPSY	Morphology
M-40002	PATHOLOGY, BIOPSY	Morphology
M-37100	PATHOLOGY, BIOPSY	Morphology
M-54310	PATHOLOGY, BIOPSY	Morphology
M-33405	PATHOLOGY, BIOPSY	Morphology
M-41800	PATHOLOGY, BIOPSY	Morphology
M-76000	PATHOLOGY, BIOPSY	Morphology
M-00120	PATHOLOGY, BIOPSY	Morphology
E-YY229	PATHOLOGY, BIOPSY	Etiology
F-42400	PATHOLOGY, BIOPSY	Function
F-74900	PATHOLOGY, BIOPSY	Function
F-C7231	PATHOLOGY, BIOPSY	Function
P-YY110	PATHOLOGY, BIOPSY	Procedure
P-YY103	PATHOLOGY, BIOPSY	Procedure
T-53000	PATHOLOGY, BIOPSY	Topography
T-Y9440	PATHOLOGY, BIOPSY	Topography
T-10090	PATHOLOGY, BIOPSY	Topography
T-64000	PATHOLOGY, BIOPSY	Topography
T-62000	PATHOLOGY, BIOPSY	Topography
T-Y0100	PATHOLOGY, BIOPSY	Topography
T-02830	PATHOLOGY, BIOPSY	Topography
T-51300	PATHOLOGY, BIOPSY	Topography
T-65960	PATHOLOGY, BIOPSY	Topography
T-02487	PATHOLOGY, BIOPSY	Topography
T-03830	PATHOLOGY, BIOPSY	Topography
T-82900	PATHOLOGY, BIOPSY	Topography
T-02130	PATHOLOGY, BIOPSY	Topography
T-01300	PATHOLOGY, BIOPSY	Topography
T-02870	PATHOLOGY, BIOPSY	Topography
T-09010	PATHOLOGY, BIOPSY	Topography
T-04000	PATHOLOGY, BIOPSY	Topography
T-02507	PATHOLOGY, BIOPSY	Topography
T-Y6251	PATHOLOGY, BIOPSY	Topography
T-D2000	PATHOLOGY, BIOPSY	Topography
T-XX500	PATHOLOGY, BIOPSY	Topography
T-54041	PATHOLOGY, BIOPSY	Topography
T-02121	PATHOLOGY, BIOPSY	Topography
M-58000	PATHOLOGY, BIOPSY	Morphology
M-02570	PATHOLOGY, BIOPSY	Morphology
M-45020	PATHOLOGY, BIOPSY	Morphology
M-55110	PATHOLOGY, BIOPSY	Morphology
M-57510	PATHOLOGY, BIOPSY	Morphology
M-01400	PATHOLOGY, BIOPSY	Morphology
M-40400	PATHOLOGY, BIOPSY	Morphology
M-37001	PATHOLOGY, BIOPSY	Morphology
M-48830	PATHOLOGY, BIOPSY	Morphology
M-55430	PATHOLOGY, BIOPSY	Morphology
M-31650	PATHOLOGY, BIOPSY	Morphology
M-40032	PATHOLOGY, BIOPSY	Morphology
M-36101	PATHOLOGY, BIOPSY	Morphology
M-40700	PATHOLOGY, BIOPSY	Morphology
M-79500	PATHOLOGY, BIOPSY	Morphology
M-76090	PATHOLOGY, BIOPSY	Morphology
M-54110	PATHOLOGY, BIOPSY	Morphology
M-50080	PATHOLOGY, BIOPSY	Morphology
M-39800	PATHOLOGY, BIOPSY	Morphology
M-50000	PATHOLOGY, BIOPSY	Morphology
M-09010	PATHOLOGY, BIOPSY	Morphology
M-88003	PATHOLOGY, BIOPSY	Morphology
M-57140	PATHOLOGY, BIOPSY	Morphology
M-55050	PATHOLOGY, BIOPSY	Morphology
F-CB780	PATHOLOGY, BIOPSY	Function
F-72102	PATHOLOGY, BIOPSY	Function
F-03433	PATHOLOGY, BIOPSY	Function
D-E0002	PATHOLOGY, BIOPSY	Disease
D-38820	PATHOLOGY, BIOPSY	Disease
D-04030	PATHOLOGY, BIOPSY	Disease
D-A7101	PATHOLOGY, BIOPSY	Disease
D-20120	PATHOLOGY, BIOPSY	Disease
P-11400	PATHOLOGY, BIOPSY	Procedure
P-11430	PATHOLOGY, BIOPSY	Procedure
J-A1510	PATHOLOGY, BIOPSY	Occupation
T-63000	PATHOLOGY, BIOPSY	Topography
T-10101	PATHOLOGY, BIOPSY	Topography
T-84000	PATHOLOGY, BIOPSY	Topography
T-Y8700	PATHOLOGY, BIOPSY	Topography
T-02100	PATHOLOGY, BIOPSY	Topography
T-XY000	PATHOLOGY, BIOPSY	Topography
T-67100	PATHOLOGY, BIOPSY	Topography
T-02400	PATHOLOGY, BIOPSY	Topography
T-02450	PATHOLOGY, BIOPSY	Topography
T-02102	PATHOLOGY, BIOPSY	Topography
T-02104	PATHOLOGY, BIOPSY	Topography
T-03424	PATHOLOGY, BIOPSY	Topography
T-40300	PATHOLOGY, BIOPSY	Topography
T-65200	PATHOLOGY, BIOPSY	Topography
T-85000	PATHOLOGY, BIOPSY	Topography
T-32000	PATHOLOGY, BIOPSY	Topography
T-Y1231	PATHOLOGY, BIOPSY	Topography
T-02430	PATHOLOGY, BIOPSY	Topography
T-02610	PATHOLOGY, BIOPSY	Topography
T-02490	PATHOLOGY, BIOPSY	Topography
T-50600	PATHOLOGY, BIOPSY	Topography
T-02300	PATHOLOGY, BIOPSY	Topography
T-1X010	PATHOLOGY, BIOPSY	Topography
T-10180	PATHOLOGY, BIOPSY	Topography
T-21000	PATHOLOGY, BIOPSY	Topography
T-02810	PATHOLOGY, BIOPSY	Topography
T-03480	PATHOLOGY, BIOPSY	Topography
T-Y8800	PATHOLOGY, BIOPSY	Topography
T-02155	PATHOLOGY, BIOPSY	Topography
T-YY871	PATHOLOGY, BIOPSY	Topography
T-54040	PATHOLOGY, BIOPSY	Topography
T-Y9720	PATHOLOGY, BIOPSY	Topography
M-40000	PATHOLOGY, BIOPSY	Morphology
M-40030	PATHOLOGY, BIOPSY	Morphology
M-44700	PATHOLOGY, BIOPSY	Morphology
M-48000	PATHOLOGY, BIOPSY	Morphology
M-81400	PATHOLOGY, BIOPSY	Morphology
M-21510	PATHOLOGY, BIOPSY	Morphology
M-48150	PATHOLOGY, BIOPSY	Morphology
M-80520	PATHOLOGY, BIOPSY	Morphology
M-54002	PATHOLOGY, BIOPSY	Morphology
M-01000	PATHOLOGY, BIOPSY	Morphology
M-39100	PATHOLOGY, BIOPSY	Morphology
M-41700	PATHOLOGY, BIOPSY	Morphology
M-34000	PATHOLOGY, BIOPSY	Morphology
M-43001	PATHOLOGY, BIOPSY	Morphology
M-72400	PATHOLOGY, BIOPSY	Morphology
M-55401	PATHOLOGY, BIOPSY	Morphology
M-41741	PATHOLOGY, BIOPSY	Morphology
M-41740	PATHOLOGY, BIOPSY	Morphology
M-43080	PATHOLOGY, BIOPSY	Morphology
M-69560	PATHOLOGY, BIOPSY	Morphology
M-80600	PATHOLOGY, BIOPSY	Morphology
M-47400	PATHOLOGY, BIOPSY	Morphology
M-55100	PATHOLOGY, BIOPSY	Morphology
M-X1111	PATHOLOGY, BIOPSY	Morphology
E-10000	PATHOLOGY, BIOPSY	Etiology
E-43000	PATHOLOGY, BIOPSY	Etiology
F-YYSID	PATHOLOGY, BIOPSY	Function
D-06560	PATHOLOGY, BIOPSY	Disease
D-07620	PATHOLOGY, BIOPSY	Disease
D-15063	PATHOLOGY, BIOPSY	Disease
code	primaryCategory	secondaryCategory
T-11440	RADIOLOGY	Topography
T-11720	RADIOLOGY	Topography
T-32000	RADIOLOGY	Topography
T-28300	RADIOLOGY	Topography
T-1X000	RADIOLOGY	Topography
T-Y8220	RADIOLOGY	Topography
T-Y9420	RADIOLOGY	Topography
T-00010	RADIOLOGY	Topography
T-Y9710	RADIOLOGY	Topography
T-28500	RADIOLOGY	Topography
T-Y8850	RADIOLOGY	Topography
T-Y8200	RADIOLOGY	Topography
T-45000	RADIOLOGY	Topography
M-02570	RADIOLOGY	Morphology
M-10000	RADIOLOGY	Morphology
M-Y2580	RADIOLOGY	Morphology
M-02910	RADIOLOGY	Morphology
M-12100	RADIOLOGY	Morphology
F-YY014	RADIOLOGY	Function
F-30670	RADIOLOGY	Function
T-Y4100	RADIOLOGY	Topography
T-10101	RADIOLOGY	Topography
T-11420	RADIOLOGY	Topography
T-Y8320	RADIOLOGY	Topography
T-12770	RADIOLOGY	Topography
T-63000	RADIOLOGY	Topography
T-11760	RADIOLOGY	Topography
T-54260	RADIOLOGY	Topography
T-21520	RADIOLOGY	Topography
T-Y8780	RADIOLOGY	Topography
T-Y1010	RADIOLOGY	Topography
T-D4010	RADIOLOGY	Topography
M-31530	RADIOLOGY	Morphology
M-12000	RADIOLOGY	Morphology
M-12010	RADIOLOGY	Morphology
M-50230	RADIOLOGY	Morphology
M-02920	RADIOLOGY	Morphology
M-20000	RADIOLOGY	Morphology
M-30400	RADIOLOGY	Morphology
M-36670	RADIOLOGY	Morphology
M-02610	RADIOLOGY	Morphology
D-60300	RADIOLOGY	Disease
P-18010	RADIOLOGY	Procedure
T-Y2100	RADIOLOGY	Topography
T-56000	RADIOLOGY	Topography
T-Y8210	RADIOLOGY	Topography
T-Y9830	RADIOLOGY	Topography
T-28100	RADIOLOGY	Topography
T-Y9820	RADIOLOGY	Topography
T-82100	RADIOLOGY	Topography
T-Y1220	RADIOLOGY	Topography
T-12721	RADIOLOGY	Topography
M-36500	RADIOLOGY	Morphology
M-12006	RADIOLOGY	Morphology
M-13010	RADIOLOGY	Morphology
M-31510	RADIOLOGY	Morphology
M-53302	RADIOLOGY	Morphology
M-02970	RADIOLOGY	Morphology
M-02980	RADIOLOGY	Morphology
F-X3521	RADIOLOGY	Function
P-X2300	RADIOLOGY	Procedure
T-Y8710	RADIOLOGY	Topography
T-03830	RADIOLOGY	Topography
T-28800	RADIOLOGY	Topography
T-10835	RADIOLOGY	Topography
T-Y8620	RADIOLOGY	Topography
T-32200	RADIOLOGY	Topography
T-Y8840	RADIOLOGY	Topography
T-11710	RADIOLOGY	Topography
T-11983	RADIOLOGY	Topography
M-71000	RADIOLOGY	Morphology
M-36300	RADIOLOGY	Morphology
M-12002	RADIOLOGY	Morphology
M-12121	RADIOLOGY	Morphology
F-ZX999	RADIOLOGY	Function
P-00010	RADIOLOGY	Procedure
P-X0000	RADIOLOGY	Procedure
T-Y8720	RADIOLOGY	Topography
T-X7600	RADIOLOGY	Topography
T-Y9220	RADIOLOGY	Topography
T-11740	RADIOLOGY	Topography
T-Y9840	RADIOLOGY	Topography
T-28000	RADIOLOGY	Topography
T-11410	RADIOLOGY	Topography
T-Y9850	RADIOLOGY	Topography
T-83100	RADIOLOGY	Topography
T-15555	RADIOLOGY	Topography
M-00100	RADIOLOGY	Morphology
M-13550	RADIOLOGY	Morphology
M-12120	RADIOLOGY	Morphology
E-90590	RADIOLOGY	Etiology
T-10740	RADIOLOGY	Topography
T-Y9410	RADIOLOGY	Topography
T-74000	RADIOLOGY	Topography
T-11510	RADIOLOGY	Topography
T-Y9720	RADIOLOGY	Topography
T-6X320	RADIOLOGY	Topography
T-10806	RADIOLOGY	Topography
T-10600	RADIOLOGY	Topography
T-Y8280	RADIOLOGY	Topography
T-25000	RADIOLOGY	Topography
T-42000	RADIOLOGY	Topography
T-50100	RADIOLOGY	Topography
T-32600	RADIOLOGY	Topography
T-11500	RADIOLOGY	Topography
T-50110	RADIOLOGY	Topography
T-YY495	RADIOLOGY	Topography
M-40000	RADIOLOGY	Morphology
M-76000	RADIOLOGY	Morphology
M-03000	RADIOLOGY	Morphology
M-12220	RADIOLOGY	Morphology
M-34000	RADIOLOGY	Morphology
M-80010	RADIOLOGY	Morphology
M-12400	RADIOLOGY	Morphology
D-76550	RADIOLOGY	Disease
P-62200	RADIOLOGY	Procedure
T-71000	RADIOLOGY	Topography
T-Y9480	RADIOLOGY	Topography
T-12710	RADIOLOGY	Topography
T-11770	RADIOLOGY	Topography
T-Y8830	RADIOLOGY	Topography
T-10180	RADIOLOGY	Topography
T-50120	RADIOLOGY	Topography
T-X1300	RADIOLOGY	Topography
T-27000	RADIOLOGY	Topography
T-Y8310	RADIOLOGY	Topography
T-82200	RADIOLOGY	Topography
T-Y9810	RADIOLOGY	Topography
T-Y9110	RADIOLOGY	Topography
M-80001	RADIOLOGY	Morphology
M-00110	RADIOLOGY	Morphology
M-12500	RADIOLOGY	Morphology
E-66000	RADIOLOGY	Etiology
F-02450	RADIOLOGY	Function
F-62350	RADIOLOGY	Function
P-X0600	RADIOLOGY	Procedure
T-10500	RADIOLOGY	Topography
T-11730	RADIOLOGY	Topography
T-Y9210	RADIOLOGY	Topography
T-67000	RADIOLOGY	Topography
T-11430	RADIOLOGY	Topography
T-54310	RADIOLOGY	Topography
T-10750	RADIOLOGY	Topography
T-11431	RADIOLOGY	Topography
T-Y9200	RADIOLOGY	Topography
M-01500	RADIOLOGY	Morphology
M-13000	RADIOLOGY	Morphology
M-59180	RADIOLOGY	Morphology
M-13020	RADIOLOGY	Morphology
M-12110	RADIOLOGY	Morphology
M-12610	RADIOLOGY	Morphology
F-YY015	RADIOLOGY	Function
D-31510	RADIOLOGY	Disease
P-12710	RADIOLOGY	Procedure
P-X0390	RADIOLOGY	Procedure
E-87201	SUPPLEMENTAL TRTMT	Etiology
E-87431	SUPPLEMENTAL TRTMT	Etiology
E-YY251	SUPPLEMENTAL TRTMT	Etiology
E-85360	SUPPLEMENTAL TRTMT	Etiology
P-Y3301	SUPPLEMENTAL TRTMT	Procedure
J-YY062	SUPPLEMENTAL TRTMT	Occupation
J-C1FAT	SUPPLEMENTAL TRTMT	Occupation
J-YY045	SUPPLEMENTAL TRTMT	Occupation
J-YY043	SUPPLEMENTAL TRTMT	Occupation
J-YY032	SUPPLEMENTAL TRTMT	Occupation
J-C1388	SUPPLEMENTAL TRTMT	Occupation
J-YY157	SUPPLEMENTAL TRTMT	Occupation
T-XX010	SUPPLEMENTAL TRTMT	Topography
E-YY253	SUPPLEMENTAL TRTMT	Etiology
E-74020	SUPPLEMENTAL TRTMT	Etiology
E-87601	SUPPLEMENTAL TRTMT	Etiology
E-72500	SUPPLEMENTAL TRTMT	Etiology
J-YY072	SUPPLEMENTAL TRTMT	Occupation
J-YY073	SUPPLEMENTAL TRTMT	Occupation
J-YY053	SUPPLEMENTAL TRTMT	Occupation
J-YY035	SUPPLEMENTAL TRTMT	Occupation
J-YY046	SUPPLEMENTAL TRTMT	Occupation
J-Y0022	SUPPLEMENTAL TRTMT	Occupation
E-YY252	SUPPLEMENTAL TRTMT	Etiology
E-YY249	SUPPLEMENTAL TRTMT	Etiology
E-77980	SUPPLEMENTAL TRTMT	Etiology
P-YY104	SUPPLEMENTAL TRTMT	Procedure
J-YY066	SUPPLEMENTAL TRTMT	Occupation
J-YY079	SUPPLEMENTAL TRTMT	Occupation
J-C11C4	SUPPLEMENTAL TRTMT	Occupation
J-YY044	SUPPLEMENTAL TRTMT	Occupation
J-FF221	SUPPLEMENTAL TRTMT	Occupation
J-PC112	SUPPLEMENTAL TRTMT	Occupation
J-YY160	SUPPLEMENTAL TRTMT	Occupation
J-YY161	SUPPLEMENTAL TRTMT	Occupation
J-87280	SUPPLEMENTAL TRTMT	Occupation
T-03000	SUPPLEMENTAL TRTMT	Topography
E-X0005	SUPPLEMENTAL TRTMT	Etiology
E-YY081	SUPPLEMENTAL TRTMT	Etiology
P-YY112	SUPPLEMENTAL TRTMT	Procedure
J-YY093	SUPPLEMENTAL TRTMT	Occupation
J-YY030	SUPPLEMENTAL TRTMT	Occupation
J-PC003	SUPPLEMENTAL TRTMT	Occupation
J-YY063	SUPPLEMENTAL TRTMT	Occupation
J-PC102	SUPPLEMENTAL TRTMT	Occupation
J-YY013	SUPPLEMENTAL TRTMT	Occupation
E-87280	SUPPLEMENTAL TRTMT	Etiology
E-50150	SUPPLEMENTAL TRTMT	Etiology
E-71990	SUPPLEMENTAL TRTMT	Etiology
E-721X0	SUPPLEMENTAL TRTMT	Etiology
F-YY1A4	SUPPLEMENTAL TRTMT	Function
J-YY065	SUPPLEMENTAL TRTMT	Occupation
J-F0256	SUPPLEMENTAL TRTMT	Occupation
J-AA228	SUPPLEMENTAL TRTMT	Occupation
J-PC001	SUPPLEMENTAL TRTMT	Occupation
J-PC002	SUPPLEMENTAL TRTMT	Occupation
J-YX001	SUPPLEMENTAL TRTMT	Occupation
J-RFV01	SUPPLEMENTAL TRTMT	Occupation
J-YY019	SUPPLEMENTAL TRTMT	Occupation
J-KY001	SUPPLEMENTAL TRTMT	Occupation
J-EY249	SUPPLEMENTAL TRTMT	Occupation
J-YS005	SUPPLEMENTAL TRTMT	Occupation
J-YY077	SUPPLEMENTAL TRTMT	Occupation
J-YY067	SUPPLEMENTAL TRTMT	Occupation
J-84020	SUPPLEMENTAL TRTMT	Occupation
J-BRFVM	SUPPLEMENTAL TRTMT	Occupation
J-SUPOT	SUPPLEMENTAL TRTMT	Occupation
J-EY252	SUPPLEMENTAL TRTMT	Occupation
T-51000	SUPPLEMENTAL TRTMT	Topography
E-YY225	SUPPLEMENTAL TRTMT	Etiology
E-70000	SUPPLEMENTAL TRTMT	Etiology
E-72001	SUPPLEMENTAL TRTMT	Etiology
J-YY070	SUPPLEMENTAL TRTMT	Occupation
J-YY051	SUPPLEMENTAL TRTMT	Occupation
J-PC004	SUPPLEMENTAL TRTMT	Occupation
J-YYRBA	SUPPLEMENTAL TRTMT	Occupation
J-YT001	SUPPLEMENTAL TRTMT	Occupation
J-YY060	SUPPLEMENTAL TRTMT	Occupation
J-YPMPY	SUPPLEMENTAL TRTMT	Occupation
J-YY247	SUPPLEMENTAL TRTMT	Occupation
T-YY012	SUPPLEMENTAL TRTMT	Topography
E-X0220	SUPPLEMENTAL TRTMT	Etiology
E-71870	SUPPLEMENTAL TRTMT	Etiology
E-84840	SUPPLEMENTAL TRTMT	Etiology
P-YY103	SUPPLEMENTAL TRTMT	Procedure
J-31307	SUPPLEMENTAL TRTMT	Occupation
J-YY057	SUPPLEMENTAL TRTMT	Occupation
J-C1DF0	SUPPLEMENTAL TRTMT	Occupation
J-YY113	SUPPLEMENTAL TRTMT	Occupation
J-RFVP1	SUPPLEMENTAL TRTMT	Occupation
J-YO237	SUPPLEMENTAL TRTMT	Occupation
J-YY012	SUPPLEMENTAL TRTMT	Occupation
J-YYORT	SUPPLEMENTAL TRTMT	Occupation
T-86800	SURGERY	Topography
T-Y1100	SURGERY	Topography
T-Y8800	SURGERY	Topography
T-Y8510	SURGERY	Topography
T-Y7000	SURGERY	Topography
T-18600	SURGERY	Topography
T-65900	SURGERY	Topography
T-1X500	SURGERY	Topography
T-56060	SURGERY	Topography
T-11560	SURGERY	Topography
T-11720	SURGERY	Topography
T-50120	SURGERY	Topography
T-08510	SURGERY	Topography
T-54900	SURGERY	Topography
T-18010	SURGERY	Topography
M-21800	SURGERY	Morphology
M-30400	SURGERY	Morphology
M-34060	SURGERY	Morphology
M-31050	SURGERY	Morphology
E-90130	SURGERY	Etiology
E-90150	SURGERY	Etiology
F-YY014	SURGERY	Function
F-YY015	SURGERY	Function
F-01830	SURGERY	Function
P-10200	SURGERY	Procedure
P-13852	SURGERY	Procedure
P-02360	SURGERY	Procedure
P-YY014	SURGERY	Procedure
P-D5705	SURGERY	Procedure
T-84000	SURGERY	Topography
T-11101	SURGERY	Topography
T-Y7040	SURGERY	Topography
T-63000	SURGERY	Topography
T-14700	SURGERY	Topography
T-11431	SURGERY	Topography
T-11655	SURGERY	Topography
T-Y8210	SURGERY	Topography
T-XX010	SURGERY	Topography
T-47400	SURGERY	Topography
T-12594	SURGERY	Topography
T-18423	SURGERY	Topography
