code	meaning
P-16100	CLOSURE BY SUTURE, PARTIALLY
M-X1114	GINGIVITIS
D-Y1149	GINGIVITIS
E-YYYH6	TRITIUM6 (RA ISOTOPE)
T-X5151	PERFORANT PATH
J-C1DF1	INULIN FIBER
J-EC120	ESTRADIOL CYPIONATE IN COTTONSEED OIL
J-YYLEN	LENTIVIRAL VECTOR, NOS
J-87271	PHOSPHATE BUFFER SALINE (PBS)
J-YYCID	CIDOFOVIR
J-YY099	LIVE MEASLES VACCINE
J-YY122	ONTAK
J-YY123	PROSTRATIN
P-YYPFT	PULMONARY FUNCTION TESTS
J-B6089	MEASLES BCG
J-B6079	MEASLES IMMUNE GLOBULINS
P-YYBAL	BRONCHOALVEOLAR LAVAGE
P-YBROC	BRONCHOSCOPY
F-EXCDY	EXCLUDING WEEKENDS & HOLIDAYS
J-YY129	LANTUS
J-YY128	LIPOPOLYSACHHARIDE
P-EXAIR	EXPOSED VIA AIRBORNE
J-YSIVV	SIMIAN IMMUNODEFICIENCY VIRUS (SIV), NOS
P-81624	COMPOSITE REPAIR
P-85235	CROWN,NOS
P-80030	DENTAL EXAM-EVALUATION
M-14120	AVULSION
T-54460	MANDIBULAR RIGHT LATERAL INCISOR TOOTH
P-81628	COMPOSITE FILLING
J-A9250	GRAFT INTERCOSTAL NERVE
T-A2017	RECORDING DEVICE,NOS
J-N7Z45	NISOXETINE
P-15573	ESOPHAGOGASTRODUODENOSCOPY
T-57013	GASTRIC REGION
P-18374	LAPAROSCOPIC, NOS
J-AHKA1	ANIT-HLA ANTIBODY
J-1NALE	NA/LE MOUSE ANTI-HUMAN CD3
P-Y8970	PREPERATION FOR RECORDING DEVICE, NOS
P-Y8971	INSERTION OF RECORDING DEVICE, NOS
P-Y8972	REPAIR OF RECORDING DEVICE,NOS
P-Y8973	REMOVAL OF RECORDING DEVICE, NOS
F-Y6100	RESTORATIVE DENTAL, NOS
J-YY3LU	LENTI WITH LUCIFERASE
J-YTOXB	CHOLERA TOXIN B
J-YBTOX	BOTULINUM TOXIN, NOS
P-BLUNT	BLUNT, NOS
J-YC928	CELEBREX TABLET
J-Y7U24	K-PHOS (SODIUM-FREE) POTASSIUM ACID PHOSPHATE
F-35601	HEART MURMUR, GRADE I/VI
F-35602	HEART MURMUR, GRADE II/VI
F-35603	HEART MURMUR, GRADE III/VI
F-35604	HEART MURMUR, GRADE IV/VI
F-35605	HEART MURMUR, GRADE V/VI
F-35606	HEART MURMUR, GRADE VI/VI
D-31S02	SYSTOLIC ANTERIOR MOTION OF THE MITRIAL VALVE
F-C7231	MILD TO MOD
F-29C01	SYSTOLIC CLICK
J-57018	BISPHENOL (BPA)
J-KEMED	KETAMINE & MEDETOMADINE SEDATION
J-YPROP	PROPOFOL (DIPRIVAN)
F-YYCRI	CONTINOUS RATE INFUSION
M-YY723	FURCATION
M-YY724	DISCOLORATION,NOS
M-YY725	LOOSE TOOTH, NOS
M-YY726	MISSING TOOTH, NOS
M-YY727	RETAINED ROOT
M-YY258	ABNORMAL BREATHING
P-YY601	APPETIETE EVALUATION
F-05450	PATIENT STABLE,  NO FURTHER MONITORING INDICATED
P-Y0124	ASYMPTOMATIC INFECTION
F-Y5450	PAIRED BUDDY EXCEPTIONS
F-VENT9	VENTILATOR REQUIRED
E-YY437	NO DERMATOPHYTES SEEN
E-YY438	NO MITES SEEN
M-73001	NORMAL ECHOCARDIOGRAM
D-Y3700	MILD PULMONIC STENOSIS
D-Y3600	MILD TRICUSPID REGURGITATION
D-43151	MYXOMATOUS CARDIAC VALVE
D-43152	MODERATE DEGENERATIVE DISEASE
D-Y3601	MODERATE TRUCUSPID REGURGITATION
F-35600	INNOCENT MURMUR
D-Y0001	MID-VENTRICULAR LV OBSTRUCTION
M-Y7300	MILD LEFT VENTRICULAR HYPERTROPHY
D-Y7256	MODERATE MYOCARDIAL FAILURE
D-YA726	AORTIC INSUFFICIENCY
M-YP872	PHYSIOLOGIC MURMUR
D-Y3602	MITRAL REGURGITATION
J-YHIST	HISTAMINE,NOS
J-Y1316	MOLD, NOS
J-E5512	ETHANOL,NOS
J-Y1315	COCKROACH, NOS
J-Y1318	WEEDS, NOS
J-Y1319	GRASSES, NOS
J-Y1317	TREES, NOS
J-Y5698	GABAPENTIN (GENERIC NEURONTIN)
J-YY238	RACLOPRIDE (C-11)
P-Y2985	AUDITORY BRAIN RESPONSE TESTING
J-YY284	MURINE AB
J-YY285	MURINE ISOTYPE
J-EY154	SALINE,NOS
J-YHEPC	HEPATITIS C VIRUS VACCINE, NOS
J-Y1FLU	FLU VACCINE, NOS
J-YHEPB	HEPATITIS B VACCINE, NOS
J-YY149	IMIQUIMOD 5% CREAM
J-YY130	INTERFERON ALPHA+ FLUZONE
J-YY141	RIBAVIRIN ORAL SOLUTION
M-YY019	PHYTOBEZOAR
J-YY239	SCH23390
J-YFISH	FISH OIL IN A FOOD TREAT
J-YLIPC	ALPHA LIPOIC ACID  IN A FOOD TREAT
J-YYLAF	FISH OIL & ALPHA LIPOIC ACID IN A FOOD TREAT
J-YSAFO	SAFFLOWER OIL IN A FOOD TREAT
J-YADLB	FED ADLIB
E-YC12Y	CHRYSEOBACTERIUM INDOLOGENES
J-YYC01	CIPROFLOXACIN (CIPRO)
P-62330	ROOT PLANING
E-Y9047	BANDAGE PARTIALLY OR FULLY REMOVED
T-Y4701	BODY REGION
T-YY702	GENITAL REGION
T-Y1443	RUMP REGION
M-Y3BD0	BLOODY
J-23241	DILANTIN- (PHENYTOIN)
J-B9020	CMV VACCINE
J-YY392	LINOTONE
J-Y0005	MELOXICAM (METACAM)
T-Y6395	STOMACH AND SMALL INTESTINE
T-Y0006	CECUM AND COLON
J-Y0006	LIPOSOMES
J-Y0007	LIPOSOMES WITH CHLODRONATE
J-YY125	LOPERAMIDE IMODIUM
J-82301	LOPERAMIDE IMODIUM
J-YY126	METHOXYCHLOR
P-12766	REMOVAL OF IMPLANTATION OR THERAPEUTIC DEVICE
J-Y7384	 NYSTATIN,NEOMYCIN SULF, THIOSTREPTON,TRIAMCINOLON (ANIMAX)
J-PC102	BOOST SOAKED CHOW, RICE CEREAL, FRUIT
J-PC112	BOOST SOAKED CHOW,RICE CEREAL,PEANUTS,FRUIT
T-Y0001	DENTITION,NOS
P-12751	INSERTION OF IMPLANTATION OR THERAPEUTIC DEVICE, SQ
J-72610	PROBENECID
J-98L45	LEVETIRACETAM (KEPPRA)
J-YY127	FLUZONE, NOS
J-YY131	ADJUVANT, NOS
J-31126	HUMAN RHINOVIRUS 16
J-YY132	PROTEIN BLOCKER
J-YYPRO	PROBENECID
J-E7798	OXYMORPHONE
J-YY133	TENOFOVIR DF(PMPA)
J-D1830	TETANUS
J-CB536	DIPTHERIA
J-CB544	STREP
J-CB058	TUBERCULIN
J-96C60	GLYCERIN
J-CB554	CANDIDA
J-CB540	TRICHOPHYTON
J-Y1330	PROTEUS
J-YY134	WHOLE INACTIVATED HIV, NOS
J-YY135	SPERM PROTEIN
J-E8554	DIETHYLSTIBESTROL
J-YY136	SOLUBLE EPOXIDE HYDROLASE INHIBITOR
J-YY137	HIV VACCINE,  NOS
J-YY138	BIO-SPONGE
J-YY142	LOMOTIL (DYPHENOXYLATE HCL/ATROPINE SULFATE)
J-144YY	IMMUNO CONTRACEPTIVE VACCINE
J-YY145	DIBUTYL PHTHALATE (DBP)
J-YY146	BROMODICHLOROMETHANE (BDCM)
J-YY147	BUSULFAN
F-YY147	DAM TREATED DURING PREGNANCY
J-YY148	APREPITANT CAPSULES
J-YY150	EMEND (FOSAPREPITANT DIMEGLUMINE) INJECTABLE
J-YY151	ZOFRAN (ONDANSETRON HCL)
J-Y1100	ANTIBODY, NOS
J-YY154	CERENIA/MAROPITANT
J-V3E60	MONOCLONAL ANTIBODY
J-Y2001	HUMAN INTERLEUKIN-2
J-YY153	PHARMASEB (ANTI-FUNGAL SPRAY)
J-YYVEE	VENEZUELAN EQUINE ENCEPHALITIS VACCINE (VEE)
J-YYSUC	SUCROSE, NOS
D-E0000	INFECTION
F-86711	INFANT RELOCATED FOR CLINICAL REASONS
D-I8141	KYPHOSIS
D-A2611	PARALYSIS OF LOWER LIMB
D-77200	ENDOMETRIOSIS
D-23871	DIABETES
E-Y2223	PATHOGENIC
E-Y2222	NON-PATHOGENIC
F-YYSEV	SEVERE, NOS
F-YYMOD	MODERATE, NOS
F-YMILD	MILD,NOS
F-9B358	LICKING
F-24000	ALKALOSIS
F-23200	METABOLIC ACIDOSIS
J-YZR89	ZIRCONIUM (ZR89)
E-Y1111	RHODOCOCCUS SP
J-E8484	IRON DEXTRAN
J-E8473	IRON DROPS
F-YY033	DOSED 1 X WEEKLY
J-YY161	TITI MEAL
J-YY160	BOOST SOAKED BISCUIT, BANANA, RICE CEREAL
F-81421	INSUFFIC. WEIGHT GAIN W/PREGNANCY
J-YY155	ASPARTAME
J-YY156	ASPARTAME/ETHANOL MIX
J-YY157	BSB, RC, PB, PEANUTS, SUPP COMBO
M-Y3710	GENERALIZED TRAUMA
P-YY157	ASSESSMENT, NOS
P-25002	DIETARY INTERVENTION
F-87236	LATE GESTATION
F-84236	LATE GESTATION
F-P0466	CHRONIC
P-32287	BLOOD TRANSFUSION
J-YY158	ALBUMIN & ADJUVANT
J-YY159	TETANUS TOXOID & ADJUVANT
P-Y0101	ANTIBIOTIC THERAPY,NOS
E-02620	EPISTAXIS,NOS
J-YY166	ISS-C274
P-Y0157	REASSESSMENT
D-Y2387	DIABETES RESOLVED
J-EY211	SIMIAN RETROVIRUS TYPE D POSITIVE
J-YY167	RESPIRATORY SYNCYTIAL VIRUS (RSV)
J-YY168	XENOBIOTIC IN BOVINE SERUM ALBUMIN
J-YY170	LOW PROTEIN, FORMULA
J-YY171	WYETH S-26 GOLD, FORMULA
J-YY172	LOW PROTEING PLUS AMINO ACIDS, FORMULA
P-YY020	MEDICATED BATH
P-YY021	BATH
J-YY173	ANTI-CD8  "CM-T807"
J-YY174	BAYGAM (IMMUNE GLOBULIN)
J-YY175	SIMIAN IMMUNODEFICIENCY VIRUS (SIV) VACCINE
D-C7213	LYMPHADENOPATHY
T-88000	UTERINE TUBE
J-YY176	LEPTIN (ISIS)
J-E7674	PROPRANOLOL
J-YY177	GRANULOCYTE COLONY-STIMULATING FACTOR (G-CSF OR GCSF)
J-YY231	CNPRC, H. PYLORI-KNOCKOUT BABB STRAIN
J-YY230	CNPRC, H. PYLORI-KNOCKOUT
J-YY232	CNPRC, H.PYLORI  J166 (WILD STRAIN)
J-YY233	RECOMBINANT ANTIGEN BABA  (REF. H. PYLORI)
J-YY234	RECOMBINANT ANTIGEN BABB (REF. H. PYLORI)
J-YY235	RECOMBINANT ANTIGEN SABA (REF. H. PYLORI)
J-YY236	CNPRC; NATIVE BABA (REF. H. PYLORI)
P-YG235	APPLICATION OF SURGICAL GLUE
E-93023	BEHAVIORAL SUSPECT
J-YO237	ODWALLA BAR, NOS
D-71128	AZEOTEMIA
J-YY178	1MG MINOCYCLINE HCL (AERESTIN)TIME RELEASE 21 DAY
M-YY883	SEROMA
J-E7751	TYLENOL, INFANT ORAL  (INF TYL)
J-77715	FLUNIXIN MEGLUMINE
D-4442V	TYPHLOCOLITIS
D-50356	GASTROENTEROCOLITIS
J-B1C20	IBUPROFEN
J-EY225	KETOPROFEN INJECTABLE
J-E7272	AMPICILLIN
J-E721X	CEFAZOLIN
J-7255E	DOXYCYCLINE
J-72E01	BVP 2674 / BAYTRIL / ENROFLOXACIN
J-726E3	PENICILLIN G BENZATHINE (DUAL-PEN)
J-726E1	PENICILLIN G PROCAINE (PPG)
J-52E20	TRIMETHOPRIM/SULFAMETHOXAZOLE(BACTRIM)
J-73E1E	NYSTATIN
J-EY081	FENBENDAZOLE
J-EY083	IVERMECTIN
J-8234E	DIPHENOXYLATE  (LOMOTIL)
J-EY124	GI CLEANSING PREP (GOLYYTELY)
J-EY084	METOCLOPRAMIDE
J-8445E	DIPHENYLHYDRAMINE (BENADRYL)
J-8576E	MEDROXY-PROGESTERONE ACETATE
J-E8536	PREDNISONE
J-8578E	PROGESTERONE
F-YTW16	GIVEN TWICE A WEEK
J-YY012	MJ - MARMOSET JELLY
J-EY252	RC - RICE CEREAL
J-YT001	TANG
J-EY249	TANG SOAKED CHOW
J-KY001	KOOL-AID
P-RL112	ADMINISTRATION OF DRUG OR SUBSTANCE, OCULAR (LEFT)
P-RR112	ADMINISTRATION OF DRUG OR SUBSTANCE, OCULAR (RIGHT)
M-YY023	ENLARGEMENT,NOS
M-36880	PURULENT DISCHARGE
F-81010	ABNORMAL MENSES
J-YY179	MAROPITANT
P-YY301	ADMINISTRATION OF DRUG OR SUBSTANCE, LEFT EAR
P-YY302	ADMINISTRATION OF DRUG OR SUBSTANCE, RIGHT EAR
P-YY303	ADMINISTRATION OF DRUG OR SUBSTANCE, BOTH EAR
F-81Z00	VAGINAL DISCHARGE
J-YY180	FLAXSEED
J-YY182	NALOXONE *OPIOID REVERSAL*
J-YY183	BUPIVACAINE (MARCAINE)
J-YY184	LIDOCAINE HCI (XYLOCAINE)
E-05450	CLINICALLY STABLE
J-YA181	ARESTIN
D-77141	METRITIS
J-D60D0	( DRYVAX) FREEZE-DRIED CALF LYMPH SMALLPOX VACCINE
J-YG18P	G-18 PEPTIDE
D-84124	INSUFFIC. LACTATION
J-YY286	LOVENOX (ENOXAPARIN)
J-YY287	HEAT INACTIVATED INFLUENZA
F-D1002	FAILURE TO THRIVE
F-01910	THIN
J-YY187	INTERLEUKIN-1
J-YY186	ATIPAMEZOLE *DEXMEDETOMIDINE REVERSAL* (ANT-SEDAN)
J-YY188	DEXMEDETOMIDINE (DEXDOMITOR)
J-MY189	MIDAZOLAM (VERSED)
J-YY189	THIOPENTAL (PENTOTHAL)
J-YY190	TILETAMINE/ZOLAZEPAM (TELEZOL)
J-YY191	XYLAZINE (ROMPUN)
J-RY191	YOHIMBINE *XYLAZINE REVERSAL* (YOCON)
J-YY192	PANCURONIUM BROMIDE (PAVULON)
J-YY193	ANTICOAGULANT CITRATE DEXTROSE SOLUTION (ACD SOLUTION)
J-YY194	HEPARIN FLUSH
J-HY194	HEPARIN LOCK
J-YY197	DOXAPRAM (DOPRAM)
J-YY198	MANNITOL 25%
J-GY102	GALTKO ENDOTHELIAL CELLS
J-MY001	FORMULA LABELED WITH 59-FE & 65-ZN
P-80401	ELECTROMYOGRAPHY
J-YD013	NUTRAMAX DENTAL CONSIL
J-YD014	POLY FLEX (AMPICILLIN)
M-YY024	DEFICIT
J-DY001	DUCOSATE SODIUM
J-AY001	ALBUTEROL
P-YY152	MICROBIAL CULTURE LISTERIA
P-YY153	MICROBIAL CULTURE MYCOPLASMA
M-YY017	TRICHOBEZOAR-HAIRBALL
E-YY262	XANTHOMONAS MALTOPHILIA
E-YY263	RHODOTORULA, NOS
T-YY506	ASCITES
E-YY264	PSEUDOMONAS STUTZERI
T-YY509	PROSTHETIC DEVICE
E-YY265	FUSARIUM SP
E-YY266	DERMATOPHYTE
E-YY267	PSUDOMONAS PUTRIFACIENS
E-YY268	CORNEYBACTERIUM AQUATICUM
E-YY269	RHODOTORULA GLUTINIS
E-YY270	KLEBSIELIA OXYTOCA
E-YY271	PREVOTELLA SP
E-YY272	CORNAMONAS TESTOSTERONI
T-54340	LEFT MAXILLARY   1 ST MOLAR TOOTH
D-YY006	TUMOR REGISTRY
D-YY036	CONGENTIAL MALFORMATION REGISTRY
P-00002	PROCEDURAL,STUDY WORK UP
T-YY510	SCROTAL EDEMA
M-YY018	NECROSIS
M-40013	MYOSITIS
M-80640	GINGIVAL PAPILLOMATOSIS
M-80011	TUMOR,NOS
E-YY273	BLOOD TRANSFUSION
T-6Y050	LARGE INTESTINE CONTENTS
T-49420	FEMORAL VEIN, RIGHT
T-49430	FEMORAL VEIN, LEFT
E-24421	STAPHYLOCOCCUS EPIDERMIDIS
E-11001	AEROMONAS NEGATIVE
M-36301	ASCITES,NOS
E-52020	TRIMETHOPRIM/SULFAMETHOXAZOLE(BACTRIM)
E-10503	ACINETOBACTER BAUMANNII
E-10502	ACINETOBACTER LWOFFII
E-43222	CANDIDA GLABRATA
E-43133	CANDIDA KRUSEI
E-12428	BACTEROIDES UREOLYTICUS
E-15806	ENTEROBACTER INTERMEDIUM
E-44181	COCCIDIOIDES IMMITIS
E-1E404	YERSINIA INTERMEDIA
E-16901	PROVIDENCIA RETTGERI
E-1F301	FUSOBACTERIUM NUCLEATUM
E-10803	ACTINOMYCES ISRAELII
E-00001	LENTIVIRUS
E-00002	BORNA DISEASE VIRUS
E-00003	SHIV
E-00008	MALT
T-04003	LOWER INNER QUADRANT OF BREAST,NOS
J-24070	DERMCAPS,CAPSULE
J-23291	BACILLIS THURINGENIS PREPERATION/ACDOPHOLUS/ACIDO
J-55810	ACYCLOVIR
F-YY1A4	1 & 4 AM FEEDINGS
J-84200	ANTACIDS,NOS
J-84700	ANTIFLATULENT AGENT,NOS
J-12360	AUGMENTIN TABLETS
J-67120	BETHANECOL/URECHOLINE
J-13880	BUPRENORPHINE (BUPRENEX)
J-C13CC	CAPOTEN
J-C13DO	CARAFATE TABLETS/SUCRALFATE
J-53731	CEFTRIAXONE SODIUM/CEFOTAN
J-C1410	CENTRUM/CENT
J-C1412	CENTRUM JR
J-C165A	DEPAKOTE/DEPAKOTE TABLETS
J-C1658	DEPAKOTE/SPRINKLE CAPSULES
J-C16CA	DIASORB LIQUID
J-C16CC	DIASORB TABLETS
J-AOD12	DINOPRUST TREMETHAMINE PREPARATION/LUTALYSE/INJ
J-C175C	DONNATAL ELIXIR
J-52A00	ERYTHROMYCIN TABLET/ERYTAB
J-C23D8	REGULAR INSULIN
J-C2NPH	INSULIN INJECTABLE,NPH
J-52B50	KETOCONAZOLE
J-CIDAE	MAXITROL OPHTHALMIC OINTMENT
J-CIDAF	MAXIRTOL OPHTHALMIC SUSPENSION
J-56565	MEFLOQUINE
J-YY004	NPH INSULIN INJECTABLE
J-YY003	FRUIT
J-YY002	FIVE - ASA/5-ASA
J-YY001	FATTY ACID SUPPLEMENT
J-YY005	MASH FOOD
J-YY006	METFORMIN
J-76030	CYCLOSPORIN
J-C1EA4	MOTRIN TABLETS
J-C1EC6	MYCITRACIN TRIPLE ANTIBIOTIC OINTMENT
J-C1EC4	MYCITRACIN PLUS PAIN RELIEVER
J-C1EDE	MYLANTA LIQUID
J-YY008	MYLICON DROPS
J-C1FA4	NEUTRA-PHOS POWDER/NEUTRAPHOS
J-YY009	NIZORAC
J-YY010	AMOXICILLIN
J-YY011	OVERNIGHT FEEDINGS
J-YY013	PEANUT/RICE CEREAL/BANANA/SUSTOCAL
J-YY014	PEANUTS
J-C21EE	PEPTO-BISMOL LIQUID
J-68490	PHENOXYBENZAMINE/PHENOXY BENZAMINE
J-680F0	PHENYLPROPANOLAMINE/PHENYL PROPANOLAMINE
J-YY015	PRANG
J-A0D12	PROSTAGLANDIN F2 ALPHA PREP
J-84061	RANTIDINE HYDROCHLORIDE
J-84710	SIMETHICONE/MYLICON
J-YY017	SMORGASBORD
J-YY018	SOY FIBER
J-YY019	 KOOL AID
J-YY021	SUPEROXIDE DISMUTASE/SOD
J-YY022	SUSTACAL
J-YY023	SUSTACAL SOAKED CHOW
J-522B3	T.A.O. / TAO OPTHALMIC
J-68120	TERBUTALINE /TERBUTALIN/ TERBUT
J-YY024	TERRAMYCIN /TERR
J-YY025	TIMENTIN
J-YY027	TINIDAZOLE
J-YY028	TRINIGYN
J-522A0	VANCOMYCIN/VAN
J-YY030	AZITHROMYCIN/AZITHRO/ZITHROMYCIN
J-YY031	AZO-GESIC
J-YY032	BNP OPTHALMIC OINTMENT/BNP
J-C1388	BUPRENEX/BUP/BUPRENEX INJECTABLE
J-YY033	CARPROFEN
J-53561	CEFTRIAXONE SODIUM/ROCEPHIN
J-YY034	AZOGESIC
J-YY035	BANANA
J-YY100	EXCENEL
J-YY041	ACETAMINOPHEN (TYLENOL)
J-C11C4	AMINO FUEL
J-YY043	APPLES
J-YY044	BOOST
J-YY045	BOOST SOAKED CHOW/BSC
J-YY046	CARROTS
J-YY047	CENTRUM KIDS
J-YY048	CEPHALEXIN (BIOCEF)
J-YY049	CISAPRIDE
J-YY050	CLARITHROMYCIN/CLARRITH
J-52226	CLINDAMYCIN
J-D2219	COLOSTRUM
J-YY051	COTTAGE CHEESE/ CC
J-C165B	DEPAKOTE/DEPAKENE
J-C165C	DEPAKOTE SPRINKLE CAPSULES/DSC
J-C1652	DEPAKOTE TABLETS/ DEPTAB
J-C1600	DIASORB
J-C16AA	DIASORB LIQUID/DIALIQ
J-YY052	DINOPROST TREMETHAMINEINJECTION/LUTALYZE
J-YY040	DIRITHROMYCIN/DYNABAC
J-C1750	DONNATAL ELIXIR/DONNAT
J-FF221	ENFAMIL / ENF
J-C1866	EPOGEN
J-C1870	ERYTHROMYCIN TABLET/ERYTAB
J-5200A	ERYTHROMYCIN LIQUID
J-YY053	EXTRA CHOW
J-Y054Y	FATTY ACID SUPPLEMENT/DERM CAPS
J-YY055	FIVE-ASA/5-ASA
J-C19D0	GAS-X
J-C1A40	HALDOL
J-C1B20	IBUPROFEN TABLETS/IBU
J-C1B40	IMURAN
J-C21B6	INSULIN 70/30
J-C1B6A	INSULIN NPH
J-FF224	LACTULOSE
J-YY057	MASH
J-C1DAE	MAXITROL/MAX
J-56560	MEFLOQUINE/LARIAM
J-C1DF0	METAMUCIL POWDER
J-D4094	METFORMIN/METFOR
J-51530	COPPER COMPOUND, NOS
J-D4089	METHYL PREDNISOLONE INJECTION
J-C1EA0	MOTRIN TABLETS
J-C1EC0	TRIPLE ANITIBIOIC/ 3-ANTI
J-C1E4C	PLUS PAIN RELIVER
J-C1EDM	MYLANTA/MYL
J-YY068	MYLICON DROPS
J-C1FAT	NEUTRAPHOS
J-YY069	NIZORAC
J-YY060	OMEPRAZOLE
J-AA228	ORANGES
J-YY061	INCREASED CHOW
J-YY062	PEANUT BUTTER/PB
J-YY063	PEANUT/RC/BANANA/SUSTOCAL/MASH
J-31307	PEANUTS
J-C21EM	PEPTO BISMO
J-68496	PHENOXYBENZAMINE
J-680F6	PHENYLPROPANOLAMINE/PHENYL PRO
J-YY065	PRANG
J-56A56	PRAZIQUANTEL/DRONCIT
J-A0D18	PROSTAGLANDIN F2 ALPHA/F2
J-YY066	PRUNES
J-YY067	RAISINS
J-84066	RANITIDINE HYDROCHLORIDE/ZANTAC
J-C243E	ROBITUSSIN COUGH CALMERS
J-C243A	ROBITUSSIN LIQUIED
J-C2442	ROBITUSSIN PEDIATRIC
J-84716	SIMETHACONE/MYLICON
J-YY077	SMORGASBOARD/SMORGASBORD
J-YY078	SOY FIBER/FIBRIM
J-YY079	SUGAR FREE KOOL AID
J-YY070	SUGAR FREE ORT
J-55960	SULFASALAZINE
J-YY071	SUPEROXIDE DISMUTASE/SOD
J-YY072	SUSTACAL
J-YY073	SUSTACAL SOAKED BISCUITS/SSB/SSC
J-522B8	TAO OPTHALMIC
J-68126	TERBUTALIN/TEBUT
J-YY074	TERMYCIN/TERR
J-YY075	TEMENTIN/TIMETIN
J-YY076	TINIDAZOLE
J-52580	TOBRAMYCIN
J-YY088	TRINIGYN/TRIN
J-YY089	TRYPTOPHAN /COMPOUNDED PRIMA-TREATS
J-67129	URECHOLIN/BETHANECHOL
J-522A6	VANCOMYCIN/VAN
J-F0256	VEGETABLES
J-YY080	ZOSYN/ZYOSYN/ZYSYN
J-YY090	CIMETIDINE HYDROCHLORIDE/TAGMENT
J-C1879	ERYTHROPOEITIN
J-YY054	FATTY ACID SUPPLEMENT/DERM CAPS
J-YY093	FRUIT/FRT
J-YY098	WHO SALTS W/TANG/WHO
E-X0022	REDUCED DIET
J-84020	FAMOTIDINE(PEPCID)
T-D2000	ARM, NOS
D-60100	INGUINAL HERNIA,NOS
F-YY014	RIGHT SIDE
T-94020	LEFT TESTIS
F-18010	LAMENESS, NOS
E-45710	LUNG MITES
D-90100	MASTITIS,NOS
P-YY007	ADMINISTRATION OF SUBCUTANEOUS FLUIDS
D-C1004	MICROCYTOSIS
D-YY007	DERMATITIS
T-X4220	UMBILICUS
P-31000	ELECTROCARDIOGRAPHIC PROCEDURE, EKG, NOS
P-67380	BONE MARROW ASPIRATION PROCEDURE,NOS
P-82700	COLPOSCOPY, ENDOSCOPY OF VAGINA, NOS
P-08000	COMPUTERIZED AXIAL TOMOGRAPHY, NOS,  CT SCAN
P-03140	DEBRIDEMENT, NOS
P-09000	MAGNETIC RESONANCE IMAGING, NOS, MRI
P-00010	DIAGNOSTIC RADIOLOGIC EXAMINATION, NOS,  X-RAY
P-74500	CATHETERIZATION OF BLADDER,NOS
D-16021	OSTEOMYELITIS,NOS
D-01330	IMPETIGO,NOS
D-81400	HEPATITIS,NOS
D-02620	EPISTAXIS,NOS
D-20050	ARTHRITIS,NOS
D-Y0007	ADENOMYOSIS,NOS
F-YY013	RETAINED PLACENTA, NOS
M-YY008	WOUND, DECUBITOUS
E-YY132	GRAVEL, GRAVEL FROM CAGE,NOS
M-10045	SELF-INFLICTED INJURY
D-A7630	ENTROPIN, NOS
P-YY008	RESECTION, NOS
P-YY009	ORAL REHYDRATION TREATMENT
F-CB220	COMPLETE ADJUVANT THERPY
F-39760	FLUSHING
T-15555	SPINE, NOS
T-14430	RUMP, GLUTEUS MAXIMUS MUSCLE
D-A7565	CONJUNCTIVITIS, NOS
T-08711	LEFT AXILLARY LYMPH NODE
T-08712	RIGHT AXILLARY LYMPH NODE
T-21520	CHEST, NOS
F-Y1131	MUSCLE MASS
T-54210	RIGHT MAXILLARY  3 RD MOLAR TOOTH
T-54360	LEFT MAXILLARY  3 RD MOLAR TOOTH
T-54220	RIGHT MAXILLARY  2 ND MOLAR TOOTH
T-54350	LEFT MAXILLARY  2 ND MOLAR TOOTH
T-54520	RIGHT MANDIBULAR  3 RD MOLAR TOOTH
T-54370	LEFT MANDIBULAR  3 RD MOLAR TOOTH
T-54510	RIGHT MANDIBULAR  2 ND MOLAR TOOTH
T-54380	LEFT MANDIBULAR  2 ND MOLAR TOOTH
T-54500	RIGHT MANDIBULAR  1 ST MOLAR TOOTH
T-54390	LEFT MANDIBULAR  1 ST MOLAR TOOTH
J-CD193	CANINE DISTEMPER (MEASLES)  "K" CODE
T-D3000	CHEST,  NOS
P-80001	ULTRASOUND,  NOS
D-431C2	RHABDOMYOLYSIS
F-YY015	LEFT SIDE
E-YY126	FOREIGN, BODY
P-12540	LAPAROTOMY, NOS
E-YY431	GENE THERAPY
E-YY432	POLIO STUDY
E-YY433	BARTONELLA
E-YY434	HSV
E-YY435	TCDD
E-YY436	HHV-8
J-YY036	NITAZOXANIDE, NTZ
E-1270L	BIFIDOBACTERIUM, NOS
J-52B52	FLUCONAZOLE,  NOS
P-YYY01	ADMINISTRATION OF INTRAVENOUS FLUIDS
J-A1580	HUMAN FOLLICLE STIMULATING HORMONE (HFSH)  (SERONO)
J-A1010	HUMAN CHORIONIC GONADOTROPIN ( HCG ) (SERONO0
J-A1015	ANTIDE  ( SUPRESS SURGING)
F-YY016	GIVEN (BID) TWICE
F-YY017	 (SID) SINGLE INJECTION DAILY
J-4667V	PANMYCIN AQUADROPS
P-07030	ENDOSCOPY AND BIOPSY
J-D3829	LACTATED RINGERS SOLUTION
P-B6140	EXPLORATORY LAPAROTOMY
T-YY300	UMBILICAL HERNIA REPAIR
J-D6097	TETRACYCLINE
F-YY018	INSIDE
F-YY019	OUTSIDE
J-YY056	ZOLOFT
J-C2388	PROZAC (FLUOXETINE)
E-YY139	POSITIVE RESULTS FOR SERPULINA
P-YY010	MICROBIAL CULTURE,COMPLEX, SERPULINA
P-YY011	MICROBIAL CULTURE COMPLEX,ESCHERICHIA COLI,PATHOGENIC STRAIN
